time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-06-10T18:50:47.730Z,-9.525,117.5285,72.2,4.1,mb,,103,3.496,0.91,us,us20009my6,2017-08-16T02:42:23.040Z,"114 km S of Sumbawa Besar, Indonesia",earthquake,8.2,9.8,0.135,15,reviewed,us,us
2017-06-22T19:20:02.460Z,-10.2589,112.7665,10,4.2,mb,,94,2.242,0.79,us,us1000956u,2017-08-23T16:35:43.040Z,"226 km S of Dampit, Indonesia",earthquake,6,2,0.263,4,reviewed,us,us
2017-06-26T13:12:53.730Z,-9.5706,124.6893,22.71,5,mb,,51,0.454,1.12,us,us20009pq5,2017-11-11T07:01:56.619Z,"26 km ESE of Kefamenanu, Indonesia",earthquake,5.5,3.4,0.08,50,reviewed,us,us
2017-07-03T16:44:00.100Z,-9.4306,118.3006,100.81,4,mb,,87,3.968,0.94,us,us100097un,2017-10-03T00:47:46.040Z,"100 km S of Dompu, Indonesia",earthquake,6.1,10.7,0.164,10,reviewed,us,us
2017-07-06T01:48:02.390Z,-11.5515,118.2712,48.16,4.1,mb,,108,4.862,0.95,us,us1000994w,2017-10-03T00:47:50.040Z,"south of Sumbawa, Indonesia",earthquake,4.5,11,0.234,5,reviewed,us,us
2017-07-11T12:11:12.690Z,-10.1232,118.1884,51.86,4.4,mb,,89,4.26,0.79,us,us100098s5,2017-10-06T23:56:14.040Z,"178 km S of Dompu, Indonesia",earthquake,7.7,7.3,0.097,31,reviewed,us,us
2017-07-15T15:31:11.090Z,-9.0969,126.7855,84.4,4.4,mb,,66,2.569,0.8,us,us20009wl5,2017-10-06T23:56:19.040Z,"53 km ESE of Viqueque, Timor Leste",earthquake,7.2,9.2,0.138,15,reviewed,us,us
2017-07-15T21:27:26.350Z,-26.1405,131.9527,5.75,4.2,mb,,40,3.034,0.89,us,us20009yfa,2017-10-06T23:56:20.040Z,"138 km SE of Yulara, Australia",earthquake,6.3,6,0.216,6,reviewed,us,us
2017-07-17T00:59:03.730Z,-11.5408,118.24,35,4.1,mb,,107,4.881,1.05,us,us20009z1g,2017-10-11T01:03:50.040Z,"south of Sumbawa, Indonesia",earthquake,9.6,2,0.175,9,reviewed,us,us
2017-07-17T09:05:53.800Z,-9.7897,111.8698,40.39,4.7,mb,,115,2.291,1.33,us,us20009wwc,2017-10-11T01:03:50.040Z,"184 km S of Boyolangu, Indonesia",earthquake,4.7,9.2,0.12,21,reviewed,us,us
2017-07-28T09:06:23.030Z,-9.2867,113.0643,21.5,4.1,mb,,115,1.346,0.8,us,us2000a3ma,2017-10-14T00:19:44.040Z,"115 km SSW of Kencong, Indonesia",earthquake,7.9,10.3,0.197,7,reviewed,us,us
2017-07-29T02:29:23.320Z,-9.4413,111.9455,50.65,4.2,mb,,184,2.07,0.61,us,us2000a400,2017-10-14T00:19:45.040Z,"146 km S of Boyolangu, Indonesia",earthquake,6.7,11.7,0.167,10,reviewed,us,us
2017-07-29T12:52:34.200Z,-9.4984,125.8281,68.34,4.5,mb,,97,1.56,1.16,us,us2000a40i,2017-10-14T00:19:45.040Z,"58 km SSE of Same, Timor Leste",earthquake,9.5,9.3,0.243,5,reviewed,us,us
2017-07-30T13:22:49.480Z,-10.0948,114.9189,52.05,4,mb,,167,1.782,0.41,us,us2000a44v,2017-10-18T01:54:09.040Z,"146 km S of Jimbaran, Indonesia",earthquake,7.9,10.5,0.163,10,reviewed,us,us
2017-08-01T13:34:51.670Z,-9.4684,113.8023,67.03,4.2,mb,,99,1.05,0.43,us,us2000a5jk,2017-10-18T01:54:13.040Z,"124 km SSW of Gambiran Satu, Indonesia",earthquake,6,9.9,0.147,13,reviewed,us,us
2017-08-04T17:43:55.470Z,-9.8902,154.2773,10,5,mww,,34,5.608,0.72,us,us2000a4m8,2017-10-18T01:54:18.040Z,"D'Entrecasteaux Islands region",earthquake,7.6,1.5,0.078,16,reviewed,us,us
2017-08-06T04:21:50.710Z,-19.1146,128.0923,4.57,4.9,mb,,39,2.535,0.96,us,us2000a5b3,2017-10-25T00:37:59.040Z,"108 km SSE of Halls Creek, Australia",earthquake,3.9,3.4,0.09,39,reviewed,us,us
2017-08-09T16:50:31.400Z,-10.0844,113.1818,34.2,4.2,mb,,91,1.868,1.17,us,us2000a83d,2017-10-25T00:38:05.040Z,"200 km S of Kencong, Indonesia",earthquake,7.9,7.3,0.177,9,reviewed,us,us
2017-08-12T10:17:21.940Z,-9.3793,116.8291,59.36,4.1,mb,,105,2.795,1.49,us,us2000a8tl,2017-10-25T00:38:09.040Z,"96 km SE of Praya, Indonesia",earthquake,9.4,4.5,0.145,13,reviewed,us,us
2017-08-19T21:22:17.430Z,-9.7388,111.8844,10,4.3,mb,,175,2.258,0.82,us,us2000abbg,2017-11-14T01:42:15.040Z,"179 km S of Boyolangu, Indonesia",earthquake,6.4,1.9,0.16,11,reviewed,us,us
2017-08-21T22:53:22.030Z,-9.3234,113.4273,52.87,4.6,mb,,88,1.109,1.25,us,us2000aag3,2017-11-22T03:43:27.040Z,"115 km S of Kencong, Indonesia",earthquake,7.8,6.8,0.1,30,reviewed,us,us
2017-08-27T00:02:22.440Z,-10.326,111.1036,10,5.2,mww,,23,2.465,1.14,us,us2000ac5g,2017-11-28T18:33:48.040Z,"257 km SSW of Trenggalek, Indonesia",earthquake,6.4,1.7,0.071,19,reviewed,us,us
2017-08-31T17:45:29.040Z,-25.7102,129.9133,10,4.3,mb,,53,4.161,0.86,us,us2000arkc,2017-11-28T18:33:55.040Z,"120 km WSW of Yulara, Australia",earthquake,3.9,2,0.239,5,reviewed,us,us
2017-09-01T01:43:47.930Z,-9.7725,123.2554,58.25,4.1,mb,,150,0.589,0.52,us,us2000arkj,2017-11-28T18:33:55.040Z,"58 km NW of Kupang, Indonesia",earthquake,10,17.3,0.302,3,reviewed,us,us
2017-09-01T03:47:34.730Z,-11.5035,112.7922,10,4.8,mb,,78,3.298,0.95,us,us2000adrc,2017-11-28T18:33:55.040Z,"south of Java, Indonesia",earthquake,7.4,1.8,0.075,56,reviewed,us,us
2017-09-11T03:47:05.940Z,-10.4186,152.5803,10,4.1,mb,,177,5.434,0.79,us,us2000ar0i,2017-12-13T02:29:37.040Z,"211 km E of Samarai, Papua New Guinea",earthquake,11.8,1.9,0.14,14,reviewed,us,us
2017-09-14T21:26:06.710Z,-12.9278,122.1651,10,4.4,mb,,75,3.766,1.33,us,us2000asl6,2017-12-13T02:29:44.040Z,"south of Timor",earthquake,5.2,1.9,0.155,12,reviewed,us,us
2017-09-16T09:57:47.920Z,-10.8831,122.1193,38.93,4,mb,,112,1.66,0.52,us,us2000at4a,2017-12-13T02:29:46.040Z,"180 km WSW of Kupang, Indonesia",earthquake,4.7,10.7,0.196,7,reviewed,us,us
2017-09-17T00:41:32.330Z,-10.4335,123.9711,23.54,4.3,mb,,86,0.377,1.05,us,us2000at4v,2017-12-19T01:54:00.040Z,"49 km SE of Kupang, Indonesia",earthquake,5.8,8.5,0.217,6,reviewed,us,us
2017-09-20T16:25:11.310Z,-10.1961,118.8822,10.84,5.3,mb,,85,3.655,0.72,us,us2000arxl,2017-12-19T01:54:08.040Z,"162 km WSW of Waingapu, Indonesia",earthquake,7.5,4.1,0.063,85,reviewed,us,us
2017-09-23T23:54:06.300Z,-9.5364,114.2983,62.22,4.1,mb,,67,1.069,0.32,us,us2000augy,2017-12-19T01:54:15.040Z,"122 km S of Muncar, Indonesia",earthquake,7.1,9.9,0.185,8,reviewed,us,us
2017-09-25T22:59:44.190Z,-10.6682,115.85,39.69,4.3,mb,,110,2.752,1.11,us,us2000b0hj,2017-12-22T21:56:22.040Z,"216 km S of Lembar, Indonesia",earthquake,7.5,7.5,0.129,17,reviewed,us,us
2017-09-28T08:12:59.680Z,-10.7449,117.2263,10,4.7,mb,,97,3.781,1.08,us,us2000avte,2017-12-22T21:56:26.040Z,"248 km SSE of Praya, Indonesia",earthquake,6,1.9,0.133,17,reviewed,us,us
2017-10-03T17:17:49.640Z,-9.8042,119.8909,69.81,4.1,mb,,78,2.591,1.06,us,us1000apnu,2018-01-03T01:54:44.040Z,"44 km WSW of Waingapu, Indonesia",earthquake,8.2,6.1,0.174,9,reviewed,us,us
2017-10-06T01:32:57.550Z,-9.963,152.2108,10,4.5,mb,,157,5.01,0.67,us,us2000b1sv,2018-01-03T01:54:47.040Z,"184 km ENE of Samarai, Papua New Guinea",earthquake,6.9,1.9,0.124,19,reviewed,us,us
2017-10-06T04:03:16.410Z,-10.2164,152.1781,10,4.8,mb,,80,5.011,0.98,us,us2000b1tr,2018-01-03T01:54:47.040Z,"171 km ENE of Samarai, Papua New Guinea",earthquake,7.3,1.8,0.1,32,reviewed,us,us
2017-10-06T09:02:19.020Z,-9.9681,152.2136,10,4.1,mb,,90,5.014,1.11,us,us1000arj6,2018-01-03T01:54:47.040Z,"184 km ENE of Samarai, Papua New Guinea",earthquake,7.7,2,0.14,14,reviewed,us,us
2017-10-06T23:05:02.190Z,-9.9796,152.3526,10,4.4,mb,,137,5.151,0.68,us,us2000b2ba,2018-01-03T01:54:49.040Z,"197 km ENE of Samarai, Papua New Guinea",earthquake,4.8,1.9,0.102,28,reviewed,us,us
2017-10-09T01:39:22.420Z,-9.9997,152.2982,10,4.7,mb,,88,5.1,0.63,us,us2000b2xh,2018-01-09T02:14:52.040Z,"191 km ENE of Samarai, Papua New Guinea",earthquake,5.4,1.8,0.108,26,reviewed,us,us
2017-10-09T05:09:42.350Z,-10.4194,123.8525,31.1,4.5,mb,,64,0.281,1.04,us,us2000b2y8,2018-01-09T02:14:52.040Z,"38 km SE of Kupang, Indonesia",earthquake,4.9,6.5,0.106,26,reviewed,us,us
2017-10-09T13:09:40.880Z,-9.9928,152.1918,10,4.9,mb,,34,4.995,1.06,us,us2000b30s,2018-01-09T02:14:52.040Z,"180 km ENE of Samarai, Papua New Guinea",earthquake,3.1,1.9,0.074,57,reviewed,us,us
2017-10-12T16:56:17.180Z,-9.7569,114.234,48.1,4.6,mb,,65,1.281,1.3,us,us1000aqt8,2018-01-09T02:14:57.040Z,"146 km S of Muncar, Indonesia",earthquake,5.6,6.7,0.082,44,reviewed,us,us
2017-10-13T17:46:07.470Z,-11.5819,117.1579,10,4.2,mb,,103,4.28,0.94,us,us1000aukw,2018-01-09T02:14:59.040Z,"south of Sumbawa, Indonesia",earthquake,7.1,1.9,0.146,13,reviewed,us,us
2017-10-14T05:35:36.660Z,-10.8642,112.2993,10,4.7,mb,,76,2.999,0.78,us,us1000as11,2018-01-09T02:15:00.040Z,"297 km S of Dampit, Indonesia",earthquake,7.9,1.9,0.112,24,reviewed,us,us
2017-10-14T06:06:57.440Z,-10.8307,112.2848,10,4.3,mb,,74,2.981,1.27,us,us1000as4w,2018-01-09T02:15:00.040Z,"294 km S of Dampit, Indonesia",earthquake,7.2,1.9,0.16,11,reviewed,us,us
2017-10-14T14:03:30.060Z,-10.796,112.3139,10,4.6,mb,,75,2.937,1.18,us,us1000aun9,2018-01-09T02:15:00.040Z,"289 km S of Dampit, Indonesia",earthquake,7.6,1.9,0.141,15,reviewed,us,us
2017-10-14T14:09:49.540Z,-10.8545,112.3622,10,4.5,mb,,93,2.954,1.38,us,us1000aun1,2018-01-09T02:15:00.040Z,"295 km S of Dampit, Indonesia",earthquake,7.5,1.9,0.128,18,reviewed,us,us
2017-10-18T00:22:15.400Z,-9.7601,114.2041,48.19,4.4,mb,,115,1.282,0.77,us,us1000atjy,2018-01-11T02:22:05.040Z,"147 km S of Muncar, Indonesia",earthquake,9,6.8,0.123,19,reviewed,us,us
2017-10-23T18:35:57.920Z,-9.1847,113.19,47.2,4.2,mb,,102,1.186,0.49,us,us1000az64,2018-01-17T21:50:31.040Z,"101 km S of Kencong, Indonesia",earthquake,7.4,15.2,0.152,12,reviewed,us,us
2017-10-25T16:35:36.480Z,-9.6404,112.9337,35,5,mb,,59,1.673,0.96,us,us1000awru,2018-01-17T21:50:33.040Z,"157 km SSW of Kencong, Indonesia",earthquake,7.1,1.9,0.068,69,reviewed,us,us
2017-10-25T17:16:27.670Z,-9.7304,112.8701,35,4,mb,,89,1.78,0.62,us,us2000bftr,2018-01-17T21:50:33.040Z,"168 km S of Dampit, Indonesia",earthquake,4.7,2,0.212,6,reviewed,us,us
2017-10-25T17:19:59.940Z,-9.4826,113.0083,54.13,4.9,mb,,74,1.512,0.69,us,us1000awsm,2018-01-17T21:50:33.040Z,"138 km SSW of Kencong, Indonesia",earthquake,8,6.3,0.066,73,reviewed,us,us
2017-10-25T17:48:12.090Z,-9.65,112.903,35,4.2,mb,,83,1.701,0.84,us,us2000bfts,2018-01-17T21:50:33.040Z,"159 km SSW of Kencong, Indonesia",earthquake,6.8,2,0.115,21,reviewed,us,us
2017-10-25T22:04:06.370Z,-9.7012,113.0276,42.27,4.4,mb,,67,1.652,0.97,us,us2000bfty,2018-01-17T21:50:33.040Z,"161 km SSW of Kencong, Indonesia",earthquake,8.1,8.8,0.138,15,reviewed,us,us
2017-10-26T00:54:45.550Z,-10.0047,123.7795,10,4.4,mb,,142,0.54,0.89,us,us2000bhvj,2018-01-17T21:50:34.040Z,"26 km NE of Kupang, Indonesia",earthquake,5.2,1.9,0.219,6,reviewed,us,us
2017-10-28T12:29:48.910Z,-10.0305,119.0096,57.09,4.4,mb,,84,3.474,1.05,us,us2000bhyz,2018-01-17T21:50:37.040Z,"143 km WSW of Waingapu, Indonesia",earthquake,8.7,9.1,0.179,9,reviewed,us,us
2017-11-06T18:20:24.020Z,-9.1298,117.0188,108.96,4.1,mb,,83,2.908,1.09,us,us2000bpmx,2018-01-31T03:04:41.040Z,"79 km SSE of Labuan Lombok, Indonesia",earthquake,7.5,8.5,0.135,15,reviewed,us,us
2017-11-09T10:49:21.690Z,-9.3978,125.2633,10,4.5,mb,,103,1.044,1.01,us,us2000bqft,2018-01-31T03:04:44.040Z,"9 km S of Suai, Timor Leste",earthquake,6.4,1.9,0.171,10,reviewed,us,us
2017-11-10T03:10:51.190Z,-9.7342,119.4604,35,4.1,mb,,82,2.951,0.99,us,us2000bqh3,2018-01-31T03:04:46.040Z,"88 km W of Waingapu, Indonesia",earthquake,3.6,2,0.184,8,reviewed,us,us
2017-11-21T17:40:47.450Z,-9.9031,112.938,35,4.7,mb,,114,1.861,0.86,us,us2000bsen,2018-02-14T02:01:09.040Z,"185 km SSW of Kencong, Indonesia",earthquake,7.3,2,0.094,34,reviewed,us,us
2017-11-22T16:53:10.120Z,-10.4745,120.1982,35,4.5,mb,,83,2.717,1.12,us,us2000bsye,2018-02-14T02:01:11.040Z,"90 km S of Waingapu, Indonesia",earthquake,7.3,2,0.103,28,reviewed,us,us
2017-11-23T14:02:22.930Z,-10.6303,120.346,35,4.1,mb,,79,2.721,1.6,us,us1000bjtn,2018-02-14T02:01:12.040Z,"108 km S of Waingapu, Indonesia",earthquake,9.2,2,0.146,13,reviewed,us,us
2017-11-27T08:47:07.570Z,-10.1377,152.3605,10,4.3,mb,,89,5.177,0.87,us,us1000bmcy,2018-02-20T09:06:04.040Z,"193 km ENE of Samarai, Papua New Guinea",earthquake,5.8,1.9,0.177,9,reviewed,us,us
2017-11-30T08:21:53.130Z,-9.5652,118.4423,100.3,4.3,mb,,84,3.86,1.14,us,us1000bj8w,2018-02-20T09:06:08.040Z,"113 km S of Dompu, Indonesia",earthquake,7.7,10.4,0.16,11,reviewed,us,us
2017-11-30T10:13:04.120Z,-9.2253,123.5683,133.16,4.4,mb,,104,0.867,1.29,us,us2000c1n6,2018-02-20T09:06:08.040Z,"46 km NNW of Naisano Dua, Indonesia",earthquake,9.1,4.6,0.123,19,reviewed,us,us
2017-11-30T18:43:57.630Z,-9.4154,112.9803,59.76,4.5,mb,,167,1.49,0.64,us,us1000bjht,2018-02-20T09:06:08.040Z,"132 km SSW of Kencong, Indonesia",earthquake,5.5,9,0.093,34,reviewed,us,us
2017-12-02T16:56:28.160Z,-10.0664,152.4076,10,4.7,mb,,180,5.214,0.51,us,us1000bkbt,2018-02-20T09:06:12.040Z,"200 km ENE of Samarai, Papua New Guinea",earthquake,8.4,1.8,0.134,17,reviewed,us,us
2017-12-04T11:52:25.290Z,-9.6932,123.0962,60.98,5,mww,,65,5.71,1.22,us,us1000bkwg,2018-02-28T02:32:25.040Z,"74 km W of Naisano Dua, Indonesia",earthquake,8.5,5.5,0.103,9,reviewed,us,us
2017-12-09T04:57:23.620Z,-9.1162,121.9425,89.59,4.1,mb,,134,0.559,1.38,us,us2000c2an,2018-02-28T02:32:34.040Z,"43 km SE of Ende, Indonesia",earthquake,9,9.1,0.165,10,reviewed,us,us
2017-12-11T09:58:21.970Z,-9.7799,119.484,71.08,4.2,mb,,92,2.946,1.13,us,us2000c2t4,2018-03-06T00:49:36.040Z,"86 km W of Waingapu, Indonesia",earthquake,8.7,10.3,0.118,20,reviewed,us,us
2017-12-17T10:54:01.460Z,-11.3604,118.6853,24.67,4.3,mb,,101,5.309,1.17,us,us1000bv23,2018-03-14T00:58:21.040Z,"255 km SW of Waingapu, Indonesia",earthquake,4.6,8.2,0.154,12,reviewed,us,us
2017-12-18T23:25:34.100Z,-9.1053,123.8899,97.15,4.7,mb,,74,0.745,1.08,us,us1000bsuk,2018-03-14T00:58:22.040Z,"55 km W of Pante Makasar, Timor Leste",earthquake,7,7,0.101,30,reviewed,us,us
2017-12-19T15:44:33.590Z,-9.848,120.1015,62.17,4,mb,,78,2.428,0.99,us,us1000bt3m,2018-03-14T00:58:23.040Z,"27 km SW of Waingapu, Indonesia",earthquake,8.5,9.9,0.172,9,reviewed,us,us
2017-12-21T18:08:25.780Z,-10.7883,113.6408,10,4.4,mb,,70,2.358,0.81,us,us1000c12y,2018-03-14T00:58:25.040Z,"270 km SSW of Gambiran Satu, Indonesia",earthquake,10.3,1.9,0.13,17,reviewed,us,us
2017-12-23T21:22:38.220Z,-9.1504,112.4266,51.76,4.2,mb,,62,1.834,0.88,us,us1000c22l,2018-03-14T00:58:27.040Z,"109 km SSW of Dampit, Indonesia",earthquake,6.7,8,0.146,13,reviewed,us,us
2017-12-28T13:08:01.200Z,-9.7495,112.9113,47.54,4.6,mb,,65,1.765,1.07,us,us1000bx5n,2018-03-17T01:54:37.040Z,"169 km SSW of Kencong, Indonesia",earthquake,7.4,7.5,0.086,40,reviewed,us,us
2017-12-31T01:45:18.320Z,-9.373,123.466,103.33,4.6,mb,,66,0.876,1.06,us,us1000bye2,2018-03-17T01:54:40.040Z,"41 km NW of Naisano Dua, Indonesia",earthquake,5.8,5.3,0.087,40,reviewed,us,us
2017-12-31T02:09:28.020Z,-9.4447,123.4407,105.99,4.3,mb,,140,0.871,0.48,us,us2000cjza,2018-03-17T01:54:40.040Z,"39 km WNW of Naisano Dua, Indonesia",earthquake,7.4,8.5,0.216,6,reviewed,us,us
2018-01-01T16:32:39.270Z,-9.3547,120.9223,123.94,4.2,mb,,72,1.482,1.02,us,us1000byt9,2018-03-23T23:16:47.040Z,"79 km ENE of Waingapu, Indonesia",earthquake,9.3,8.1,0.152,12,reviewed,us,us
2018-01-03T17:41:01.870Z,-10.2531,109.846,10,4.1,mb,,79,2.42,1.26,us,us1000c0sl,2018-03-23T23:16:49.040Z,"259 km S of Bambanglipuro, Indonesia",earthquake,8.9,1.9,0.15,12,reviewed,us,us
2018-01-10T21:31:56.280Z,-18.867,123.3303,10,4,mb,,168,2.321,1.39,us,us2000cnw0,2018-04-03T01:40:25.040Z,"116 km SE of Roebuck, Australia",earthquake,7.9,2,0.3,3,reviewed,us,us
2018-01-11T02:03:45.200Z,-9.6198,121.5443,79.77,4.6,mb,,58,1.193,0.85,us,us2000ci1m,2018-04-03T01:40:25.040Z,"86 km S of Ende, Indonesia",earthquake,5.3,9.1,0.089,37,reviewed,us,us
2018-01-12T21:49:04.550Z,-10.0341,122.8739,87.64,4.9,mb,,42,1.4,0.89,us,us2000cj3z,2018-04-03T01:40:28.040Z,"81 km W of Kupang, Indonesia",earthquake,2.5,6.5,0.064,76,reviewed,us,us
2018-01-16T22:16:01.110Z,-9.7463,122.9814,81.46,4.2,mb,,83,1.267,0.59,us,us2000cqy2,2018-04-10T01:11:43.040Z,"83 km NW of Kupang, Indonesia",earthquake,6.1,8.3,0.175,9,reviewed,us,us
2018-02-04T19:55:04.930Z,-9.1356,122.4646,138.46,5.1,mww,,31,0.545,1.06,us,us1000cfsg,2018-04-25T01:39:48.040Z,"63 km SSE of Maumere, Indonesia",earthquake,7.9,4.4,0.071,19,reviewed,us,us
2018-02-07T22:28:41.090Z,-10.1368,118.7441,34.92,4.5,mb,,43,3.756,0.69,us,us2000cygt,2018-05-03T22:15:02.040Z,"174 km WSW of Waingapu, Indonesia",earthquake,7.8,6.1,0.079,47,reviewed,us,us
2018-02-13T00:50:54.960Z,-9.2859,126.4461,35,4.6,mb,,65,2.199,0.91,us,us2000d18c,2018-05-15T06:29:03.040Z,"48 km S of Viqueque, Timor Leste",earthquake,6.1,2,0.109,25,reviewed,us,us
2018-02-17T00:28:26.520Z,-9.4743,117.6073,66.82,4.7,mb,,53,3.556,0.98,us,us2000d3lw,2018-05-15T06:29:11.040Z,"110 km S of Sumbawa Besar, Indonesia",earthquake,7.1,7.1,0.073,57,reviewed,us,us
2018-02-21T00:33:10.070Z,-10.4816,120.3631,42.95,4.5,mb,,40,2.604,0.69,us,us2000d5n4,2018-05-22T02:00:20.040Z,"91 km S of Waingapu, Indonesia",earthquake,7.6,7.4,0.088,38,reviewed,us,us
2018-02-21T01:44:42.420Z,-10.4676,115.5512,35,4.7,mb,,83,2.417,1.19,us,us2000d5p0,2018-05-22T02:00:20.040Z,"187 km S of Nusa Dua, Indonesia",earthquake,7.6,2,0.088,39,reviewed,us,us
2018-02-26T11:16:26.880Z,-9.3179,146.4807,45.32,4.6,mb,,117,0.675,0.79,us,us2000dd3x,2018-05-27T01:06:01.040Z,"75 km WNW of Port Moresby, Papua New Guinea",earthquake,11.9,6.1,0.182,9,reviewed,us,us
2018-03-01T17:45:03.180Z,-11.6461,116.2899,10,4.4,mb,,85,3.793,1.15,us,us1000d27v,2018-05-27T01:06:07.040Z,"South of Lombok, Indonesia",earthquake,8.1,1.9,0.135,16,reviewed,us,us
2018-03-07T20:57:07.090Z,-9.6498,118.3909,66.42,4.2,mb,,85,3.929,0.62,us,us1000d4ti,2018-06-08T05:12:14.040Z,"123 km S of Dompu, Indonesia",earthquake,5.3,10.6,0.158,11,reviewed,us,us
2018-03-12T06:00:25.840Z,-9.5447,118.4652,43.77,4,mb,,107,3.833,0.76,us,us1000d740,2018-06-11T21:53:41.040Z,"111 km S of Dompu, Indonesia",earthquake,8,5.8,0.156,11,reviewed,us,us
2018-03-17T09:15:07.210Z,-9.9252,126.8103,10,4.4,mb,,67,2.511,0.86,us,us1000d5ln,2018-06-11T21:53:49.040Z,"127 km SSE of Viqueque, Timor Leste",earthquake,8,1.9,0.138,15,reviewed,us,us
2018-03-17T09:23:48.440Z,-9.7555,126.9091,10,4.8,mb,,62,2.604,0.45,us,us1000d5lq,2018-06-11T21:53:49.040Z,"115 km SSE of Viqueque, Timor Leste",earthquake,6.8,1.8,0.081,47,reviewed,us,us
2018-03-17T14:14:09.060Z,-9.9883,126.8598,10,4.2,mb,,68,2.565,1.1,us,us1000d82e,2018-06-11T21:53:49.040Z,"136 km SSE of Viqueque, Timor Leste",earthquake,4.3,1.9,0.2,7,reviewed,us,us
2018-03-17T17:52:06.210Z,-9.8418,126.9259,10,4.2,mb,,75,2.621,1.44,us,us1000d82n,2018-06-11T21:53:49.040Z,"125 km SSE of Viqueque, Timor Leste",earthquake,8.3,2,0.265,4,reviewed,us,us
2018-03-17T17:53:08.200Z,-9.8706,127.0399,10,4.3,mb,,60,2.735,1.23,us,us1000d82f,2018-06-11T21:53:50.040Z,"134 km SSE of Viqueque, Timor Leste",earthquake,6,1.9,0.16,13,reviewed,us,us
2018-03-23T19:39:05.090Z,-10.5263,123.6686,14.2,4.4,mb,,81,0.317,0.86,us,us1000daqe,2018-06-19T01:35:49.040Z,"39 km S of Kupang, Indonesia",earthquake,3.2,4.6,0.149,15,reviewed,us,us
2018-04-01T10:50:33.280Z,-9.0727,111.3027,55.41,4.1,mb,,75,1.386,1.05,us,us2000dwyw,2018-06-22T21:32:19.040Z,"118 km SSW of Trenggalek, Indonesia",earthquake,9,8.2,0.166,10,reviewed,us,us
2018-04-01T13:33:45.040Z,-9.5284,125.0985,43.62,4,mb,,78,0.85,0.93,us,us2000dwz1,2018-06-22T21:32:20.040Z,"29 km SW of Suai, Timor Leste",earthquake,4.5,13.3,0.259,4,reviewed,us,us
2018-04-03T09:24:57.110Z,-9.3169,152.7351,10,4.6,mb,,115,5.123,0.74,us,us2000dy0n,2018-06-30T01:11:26.040Z,"268 km ENE of Samarai, Papua New Guinea",earthquake,9.3,1.9,0.07,62,reviewed,us,us
2018-04-06T20:19:23.330Z,-9.5095,119.9347,79.06,5.1,mb,,63,2.434,1.26,us,us2000dvr3,2018-06-30T01:11:31.040Z,"39 km WNW of Waingapu, Indonesia",earthquake,6.3,4.8,0.061,86,reviewed,us,us
2018-04-07T09:56:42.780Z,-10.709,117.287,10,4.8,mb,,91,3.808,0.59,us,us2000dvz9,2018-06-30T01:11:32.040Z,"245 km S of Sumbawa Besar, Indonesia",earthquake,3.3,1.9,0.076,54,reviewed,us,us
2018-04-10T07:04:00.140Z,-11.6987,114.4511,10,4.4,mb,,81,3.221,0.49,us,us2000e1k6,2018-07-07T02:25:16.040Z,"south of Bali, Indonesia",earthquake,7.6,1.8,0.155,12,reviewed,us,us
2018-04-11T20:57:48.080Z,-10.3445,119.052,35,4.5,mb,,97,3.571,1.11,us,us2000dyd0,2018-07-07T02:25:18.040Z,"153 km WSW of Waingapu, Indonesia",earthquake,5.7,1.9,0.081,45,reviewed,us,us
2018-04-11T21:10:08.300Z,-10.2395,119.1353,35,4.1,mb,,89,3.45,0.66,us,us2000e24u,2018-07-07T02:25:18.040Z,"139 km WSW of Waingapu, Indonesia",earthquake,8.9,2,0.151,12,reviewed,us,us
2018-04-11T21:10:57.640Z,-10.1615,119.1803,35,4.5,mb,,84,3.376,0.85,us,us2000dydn,2018-07-07T02:25:18.040Z,"131 km WSW of Waingapu, Indonesia",earthquake,7.6,2,0.091,36,reviewed,us,us
2018-04-12T01:50:49.560Z,-10.2914,119.1373,35,4.7,mb,,96,3.472,0.96,us,us2000dyjv,2018-07-07T02:25:19.040Z,"142 km WSW of Waingapu, Indonesia",earthquake,6.9,1.8,0.093,35,reviewed,us,us
2018-04-12T03:17:24.740Z,-10.1937,119.33,35,4.1,mb,,87,3.259,0.84,us,us2000e25y,2018-07-07T02:25:19.040Z,"118 km WSW of Waingapu, Indonesia",earthquake,7.6,2,0.145,13,reviewed,us,us
2018-04-13T20:43:38.650Z,-11.4601,117.4895,10,4.1,mb,,112,4.431,1.08,us,us1000dnm0,2018-07-07T02:25:21.040Z,"south of Sumbawa, Indonesia",earthquake,5,2,0.165,10,reviewed,us,us
2018-04-18T08:15:31.970Z,-9.6771,124.6261,51.67,4.4,mb,,56,0.362,1.35,us,us2000e20w,2018-07-17T02:05:29.040Z,"30 km SSE of Kefamenanu, Indonesia",earthquake,5.7,8.8,0.155,12,reviewed,us,us
2018-04-20T23:16:36.370Z,-9.3602,155.9793,10,4.7,mb,,55,16.724,0.7,us,us1000dpnp,2018-07-17T02:05:33.040Z,"168 km SW of Gizo, Solomon Islands",earthquake,8.4,1.9,0.058,91,reviewed,us,us
