time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-07-02T07:16:29.714Z,-10.5694,113.0677,10,4.1,mb,19,61,2.344,0.54,us,us6000i0k0,2022-09-13T06:23:39.040Z,"254 km S of Kencong, Indonesia",earthquake,7,1.9,0.175,10,reviewed,us,us
2022-07-03T17:11:21.760Z,-9.402,123.9222,91.81,4.4,mb,30,97,1.83,0.63,us,us6000hzkd,2022-09-13T06:21:36.040Z,"27 km NE of Naisano Dua, Indonesia",earthquake,11.52,2.879,0.112,23,reviewed,us,us
2022-07-04T12:53:16.922Z,-10.4131,124.1086,10,4.3,mb,24,89,2.554,0.3,us,us6000i0vw,2022-09-13T06:24:45.040Z,"61 km ESE of Kupang, Indonesia",earthquake,5.7,1.9,0.178,10,reviewed,us,us
2022-07-07T02:16:04.633Z,-11.4492,118.0873,10,4.3,mb,21,92,4.877,0.91,us,us6000i23c,2022-09-13T06:26:03.040Z,"south of Sumbawa, Indonesia",earthquake,7.5,1.9,0.177,9,reviewed,us,us
2022-07-08T19:28:04.004Z,-9.4225,112.9567,56.626,4.8,mb,69,59,1.513,0.77,us,us6000i0zw,2022-09-13T06:25:37.040Z,"133 km SSW of Kencong, Indonesia",earthquake,6.6,6.123,0.075,59,reviewed,us,us
2022-07-08T20:27:08.850Z,-9.4648,112.9197,41.048,5.2,mww,162,27,1.568,0.87,us,us6000i10m,2022-09-13T06:25:39.040Z,"139 km SSW of Kencong, Indonesia",earthquake,6.14,3.808,0.098,10,reviewed,us,us
2022-07-08T20:38:42.182Z,-9.9439,113.0943,27.627,4.5,mb,26,131,1.799,1.36,us,us6000i2ph,2022-09-13T06:26:26.040Z,"186 km S of Kencong, Indonesia",earthquake,7.29,6.256,0.156,13,reviewed,us,us
2022-07-08T22:50:17.678Z,-9.4455,112.9616,51.27,4.9,mb,81,46,1.524,0.77,us,us6000i11u,2022-09-13T06:25:44.040Z,"south of Java, Indonesia",earthquake,3,6.8,0.067,69,reviewed,us,us
2022-07-09T00:06:42.400Z,-9.6019,112.8868,35,4.1,mb,16,88,1.681,0.73,us,us6000i2rc,2022-09-24T21:26:11.040Z,"154 km S of Dampit, Indonesia",earthquake,6.8,2,0.302,3,reviewed,us,us
2022-07-09T02:53:46.615Z,-9.3644,112.9398,56.35,5.1,mb,77,38,1.491,0.8,us,us6000i14h,2022-09-24T21:26:09.040Z,"128 km SSW of Kencong, Indonesia",earthquake,7.22,1.027,0.065,80,reviewed,us,us
2022-07-09T05:03:17.145Z,-9.5999,112.8431,35,4.2,mb,21,93,1.712,0.65,us,us6000i2sd,2022-09-24T21:26:09.040Z,"153 km S of Dampit, Indonesia",earthquake,7.3,2,0.187,9,reviewed,us,us
2022-07-09T14:07:07.679Z,-9.49,112.8346,47.788,4.7,mb,39,65,1.649,0.84,us,us6000i184,2022-09-24T21:26:06.040Z,"141 km S of Dampit, Indonesia",earthquake,5.83,7.1,0.088,39,reviewed,us,us
2022-07-09T14:35:04.883Z,-9.5229,112.9112,60.493,4.6,mb,37,45,1.611,0.87,us,us6000i188,2022-09-24T21:26:06.040Z,"145 km SSW of Kencong, Indonesia",earthquake,8.39,7.016,0.101,29,reviewed,us,us
2022-07-09T15:44:44.473Z,-9.7314,112.952,41.888,4.9,mb,49,67,1.725,0.72,us,us6000i18m,2022-09-24T21:26:06.040Z,"south of Java, Indonesia",earthquake,7.39,7.196,0.084,44,reviewed,us,us
2022-07-09T18:10:16.136Z,-9.4155,113,58.284,4.2,mb,23,166,1.476,0.48,us,us6000i2st,2022-09-24T21:26:06.040Z,"131 km SSW of Kencong, Indonesia",earthquake,7.94,8.495,0.176,12,reviewed,us,us
2022-07-09T20:40:16.336Z,-9.4791,112.9275,60.075,4.5,mb,44,142,1.571,0.68,us,us6000i1a3,2024-01-18T16:39:49.732Z,"140 km SSW of Kencong, Indonesia",earthquake,6.85,8.224,0.103,28,reviewed,us,us
2022-07-10T07:16:38.445Z,-9.5802,112.8849,43.837,4.4,mb,35,117,1.668,0.42,us,us6000i1cn,2022-09-24T21:26:03.040Z,"152 km S of Dampit, Indonesia",earthquake,5.82,7.429,0.135,17,reviewed,us,us
2022-07-11T03:05:26.644Z,-9.531,112.8824,41.411,4.5,mb,26,148,1.638,0.63,us,us6000i1hz,2022-09-24T21:25:58.040Z,"146 km S of Dampit, Indonesia",earthquake,11.27,7.171,0.128,18,reviewed,us,us
2022-07-11T03:46:19.515Z,-9.41,112.9832,58.95,4.6,mb,39,118,1.485,0.62,us,us6000i1i6,2022-09-24T21:25:58.040Z,"131 km SSW of Kencong, Indonesia",earthquake,5.4,8.5,0.105,27,reviewed,us,us
2022-07-11T04:43:32.333Z,-9.4413,112.978,56.13,4.6,mb,46,110,1.508,0.71,us,us6000i1ia,2022-09-24T21:25:58.040Z,"135 km SSW of Kencong, Indonesia",earthquake,8.6,7,0.102,29,reviewed,us,us
2022-07-17T09:13:03.363Z,-9.2537,110.8097,37.06,5.1,mb,81,58,1.362,0.47,us,us6000i37a,2022-09-27T16:56:56.040Z,"152 km SSE of Pundong, Indonesia",earthquake,5.4,5.8,0.072,62,reviewed,us,us
2022-07-24T14:21:40.426Z,-16.8787,130.0865,9.059,4.3,mb,20,89,4.137,0.4,us,us6000i7s4,2022-10-01T22:09:33.040Z,"188 km SE of Kununurra, Australia",earthquake,7.84,4.687,0.137,15,reviewed,us,us
2022-07-26T20:21:27.163Z,-9.583,117.9329,57.33,4.3,mb,34,115,0.766,0.71,us,us6000i5pi,2022-10-01T22:09:20.040Z,"129 km SSW of Dompu, Indonesia",earthquake,7.18,5.418,0.122,20,reviewed,us,us
2022-08-05T17:01:15.868Z,-9.6628,116.2937,58.172,4.2,mb,17,61,1.683,0.45,us,us6000ib3j,2022-10-12T14:51:53.040Z,"105 km S of Praya, Indonesia",earthquake,7.26,8.383,0.186,9,reviewed,us,us
2022-08-08T08:55:09.096Z,-12.1262,122.7531,10,4.5,mb,37,107,2.786,0.35,us,us6000i90z,2022-10-21T23:19:10.040Z,"235 km SSW of Kupang, Indonesia",earthquake,5.25,1.709,0.107,26,reviewed,us,us
2022-08-09T16:28:53.481Z,-10.4484,116.4799,21.334,4.5,mb,38,98,2.056,0.93,us,us6000ibw2,2022-10-21T23:19:48.040Z,"194 km S of Praya, Indonesia",earthquake,7.91,6.385,0.124,19,reviewed,us,us
2022-08-12T11:42:13.912Z,-9.3823,149.9243,10,4.3,mb,21,118,2.728,0.29,us,us6000icst,2022-10-21T23:21:00.040Z,"118 km NNW of Alotau, Papua New Guinea",earthquake,6.02,1.915,0.137,15,reviewed,us,us
2022-08-13T00:18:31.477Z,-11.3824,119.6944,10,4.7,mb,47,82,3.164,0.73,us,us6000iaep,2022-10-28T02:25:32.040Z,"200 km SSW of Waingapu, Indonesia",earthquake,6.49,1.615,0.098,32,reviewed,us,us
2022-08-14T00:22:14.707Z,-12.1209,122.6035,10,4.2,mb,20,74,3.482,0.54,us,us7000i20m,2022-10-28T02:27:37.040Z,"241 km SSW of Kupang, Indonesia",earthquake,7.68,1.618,0.152,12,reviewed,us,us
2022-08-16T19:25:34.739Z,-9.3401,124.5328,23.901,4.3,mb,18,64,0.489,0.61,us,us7000i2ca,2022-10-28T02:27:56.040Z,"13 km NNE of Kefamenanu, Indonesia",earthquake,6.6,4.022,0.217,9,reviewed,us,us
2022-08-16T20:35:07.506Z,-11.4062,117.8447,10,4.4,mb,20,69,2.563,1.25,us,us7000i2c7,2022-10-28T02:27:56.040Z,"south of Sumbawa, Indonesia",earthquake,6.66,1.911,0.218,8,reviewed,us,us
2022-08-21T04:37:00.739Z,-30.7677,117.3665,10,4.1,mb,14,120,2.048,0.64,us,us6000ichf,2022-11-01T15:12:39.040Z,"117 km NW of Merredin, Australia",earthquake,6.75,1.755,0.185,9,reviewed,us,us
2022-08-26T12:02:08.125Z,-9.5936,154.5906,10,4.2,mb,26,67,5.286,0.4,us,us7000i4nt,2022-11-01T15:14:47.040Z,"297 km WSW of Gizo, Solomon Islands",earthquake,4.28,1.897,0.137,15,reviewed,us,us
2022-08-26T12:21:49.378Z,-9.502,154.0274,10,4.4,mb,29,68,5.591,0.39,us,us7000i4p0,2022-11-01T15:14:48.040Z,"D'Entrecasteaux Islands region",earthquake,6.59,1.889,0.123,20,reviewed,us,us
2022-08-27T20:49:51.251Z,-10.4482,109.5031,10,4.6,mb,68,71,2.713,0.66,us,us7000i2yv,2022-11-06T04:39:15.040Z,"289 km SSW of Bambanglipuro, Indonesia",earthquake,7.1,1.843,0.078,50,reviewed,us,us
2022-08-28T07:32:52.633Z,-9.532,112.8708,35,4.5,mb,51,80,1.648,0.82,us,us7000i32l,2022-11-06T04:38:55.040Z,"146 km S of Dampit, Indonesia",earthquake,6.67,1.898,0.094,38,reviewed,us,us
2022-08-28T08:09:54.675Z,-9.5796,117.1205,73.121,4.3,mb,28,90,0.989,0.76,us,us7000i5ek,2022-11-06T04:38:54.040Z,"124 km SSW of Sumbawa Besar, Indonesia",earthquake,6.56,7.771,0.154,12,reviewed,us,us
2022-08-28T22:23:01.813Z,-10.5408,113.6109,10,4.4,mb,17,119,2.126,0.74,us,us7000i5fa,2022-11-06T04:38:31.040Z,"244 km SSW of Gambiran Satu, Indonesia",earthquake,7.01,1.926,0.24,9,reviewed,us,us
2022-09-08T07:01:18.996Z,-10.6237,109.6425,10,4.9,mb,47,92,2.831,0.45,us,us6000ii2m,2022-11-15T19:05:48.040Z,"south of Java, Indonesia",earthquake,5.87,1.59,0.106,28,reviewed,us,us
2022-09-09T11:11:56.843Z,-9.3141,154.1055,10,4.2,mb,30,115,5.443,0.38,us,us7000i8it,2024-01-18T16:49:02.248Z,"D'Entrecasteaux Islands region",earthquake,6.93,1.911,0.115,21,reviewed,us,us
2022-09-11T04:16:33.158Z,-11.0482,110.8802,18.548,5.4,mb,87,32,3.136,0.62,us,us7000i74s,2024-01-18T16:49:28.083Z,"south of Java, Indonesia",earthquake,7.86,3.378,0.054,121,reviewed,us,us
2022-09-12T21:37:12.808Z,-9.8593,118.6419,67.889,4.1,mb,20,95,1.334,0.39,us,us7000i7h9,2022-11-19T23:02:50.040Z,"147 km S of Dompu, Indonesia",earthquake,7.84,7.749,0.145,13,reviewed,us,us
2022-09-13T13:07:42.772Z,-11.7071,117.1821,10,4.3,mb,14,83,2.921,0.41,us,us7000i9u6,2022-11-19T23:03:43.040Z,"south of Sumbawa, Indonesia",earthquake,7.4,1.956,0.239,6,reviewed,us,us
2022-09-21T19:41:11.124Z,-11.4315,119.2162,10,4.3,mb,17,88,2.95,1.11,us,us7000i9zl,2022-11-26T20:57:50.040Z,"227 km SSW of Waingapu, Indonesia",earthquake,3.65,1.956,0.238,5,reviewed,us,us
2022-09-21T23:59:37.286Z,-9.555,119.6012,84.179,4.3,mb,26,90,1.941,0.57,us,us7000ia17,2022-11-26T20:57:51.040Z,"73 km W of Waingapu, Indonesia",earthquake,8.03,6.572,0.142,14,reviewed,us,us
2022-09-22T22:17:35.771Z,-9.781,112.9219,35,4.3,mb,20,122,1.781,0.74,us,us6000ip17,2022-11-26T20:57:22.040Z,"172 km SSW of Kencong, Indonesia",earthquake,5.54,1.94,0.266,4,reviewed,us,us
2022-09-24T20:32:30.096Z,-9.3953,114.3631,74.072,4.9,mb,107,38,0.943,0.75,us,us7000iat5,2022-12-03T22:03:21.040Z,"106 km S of Muncar, Indonesia",earthquake,7.1,4.836,0.062,83,reviewed,us,us
2022-09-26T23:17:35.311Z,-10.999,113.343,10,4.6,mb,36,122,2.636,0.57,us,us6000inh7,2022-12-03T22:02:25.040Z,"south of Java, Indonesia",earthquake,7.68,1.92,0.105,27,reviewed,us,us
2022-09-29T20:48:04.488Z,-10.3881,124.7326,10,4.2,mb,15,105,0.778,1.12,us,us6000ir47,2022-12-03T22:03:13.040Z,"76 km SE of Soe, Indonesia",earthquake,8.34,1.955,0.529,1,reviewed,us,us
2022-09-30T00:21:50.068Z,-10.457,124.7267,10,4,mb,16,105,0.831,0.29,us,us6000irhk,2022-12-03T22:03:14.040Z,"Timor region, Indonesia",earthquake,6.45,1.948,0.26,4,reviewed,us,us
2022-10-02T00:49:55.605Z,-10.308,124.7821,10,4,mb,17,101,0.748,0.47,us,us6000irt5,2022-12-10T22:53:43.040Z,"73 km SE of Soe, Indonesia",earthquake,6.59,1.926,0.232,5,reviewed,us,us
2022-10-03T00:25:26.221Z,-9.9724,118.7151,36.291,4.4,mb,33,48,1.467,0.43,us,us6000iruk,2024-01-18T16:57:32.761Z,"83 km SW of Tambolaka, Indonesia",earthquake,6.46,7.567,0.139,15,reviewed,us,us
2022-10-03T08:25:42.452Z,-10.3654,124.5192,10,4.3,mb,23,102,0.655,0.68,us,us6000irv2,2022-12-10T22:53:51.040Z,"61 km SSE of Soe, Indonesia",earthquake,6.39,1.903,0.161,11,reviewed,us,us
2022-10-07T18:26:43.214Z,-9.2614,118.9769,103.262,4.2,mb,35,91,1.262,0.71,us,us6000irx3,2022-12-10T22:53:54.040Z,"92 km SSE of Bima, Indonesia",earthquake,7.23,3.014,0.115,24,reviewed,us,us
2022-10-12T11:41:08.812Z,-10.5809,121.3449,14.667,4.1,mb,19,85,2.124,0.93,us,us6000it0i,2022-12-17T22:53:57.040Z,"156 km SE of Waingapu, Indonesia",earthquake,7.32,2.489,0.174,9,reviewed,us,us
2022-10-16T01:00:49.857Z,-10.27,124.9641,10,4.1,mb,13,105,0.856,0.77,us,us6000iu2i,2022-12-31T23:03:34.040Z,"87 km ESE of Soe, Indonesia",earthquake,6.29,1.943,0.301,3,reviewed,us,us
2022-10-26T19:22:40.570Z,-12.1864,134.6878,10,4.1,mb,20,118,3.533,0.73,us,us7000ikis,2023-01-03T15:23:41.040Z,"26 km WSW of Milingimbi, Australia",earthquake,8.06,1.926,0.158,12,reviewed,us,us
2022-10-27T21:30:12.243Z,-10.8125,119.3419,10,4.5,mb,40,104,2.504,0.67,us,us7000iktg,2023-01-03T15:23:44.040Z,"162 km SW of Waingapu, Indonesia",earthquake,7.26,1.886,0.116,22,reviewed,us,us
2022-11-01T16:01:35.042Z,-10.4154,123.6981,12.002,4.3,mb,15,175,0.863,0.22,us,us7000imj0,2024-01-18T17:17:59.574Z,"28 km SSE of Kupang, Indonesia",earthquake,7.57,5.005,0.307,5,reviewed,us,us
2022-11-04T07:18:47.010Z,-10.3087,118.9772,27.019,4.3,mb,24,90,1.889,0.77,us,us7000imfy,2023-01-12T23:11:24.040Z,"158 km WSW of Waingapu, Indonesia",earthquake,7.42,3.379,0.188,8,reviewed,us,us
2022-11-05T09:23:39.347Z,-11.5667,118.1105,10,4.1,mb,19,163,2.742,0.47,us,us7000inrl,2023-01-21T19:27:18.040Z,"south of Sumbawa, Indonesia",earthquake,5.51,1.943,0.185,9,reviewed,us,us
2022-11-05T18:55:49.887Z,-9.7685,154.881,10,5.1,mb,95,39,5.007,0.6,us,us7000imre,2023-01-21T19:27:09.040Z,"283 km SW of Gizo, Solomon Islands",earthquake,7.73,1.8,0.062,90,reviewed,us,us
2022-11-09T17:41:46.563Z,-10.9543,113.3845,10,4.8,mb,45,56,2.582,0.97,us,us7000inma,2023-01-21T19:27:16.040Z,"295 km SSW of Gambiran Satu, Indonesia",earthquake,7.25,1.537,0.089,39,reviewed,us,us
2022-11-10T23:38:05.223Z,-9.4197,125.4228,10,4.4,mb,12,152,1.187,0.52,us,us7000ipw6,2024-01-18T17:20:55.465Z,"21 km ESE of Suai, Timor Leste",earthquake,8.02,1.903,0.309,3,reviewed,us,us
2022-11-13T21:09:49.812Z,-11.4633,120.3244,10,4.5,mb,20,64,3.383,0.77,us,us7000iqi3,2023-01-28T19:58:23.040Z,"south of Sumba, Indonesia",earthquake,4.3,1.903,0.18,9,reviewed,us,us
2022-11-15T21:14:12.543Z,-42.7796,124.5965,10,5.2,mww,84,40,11.419,0.46,us,us7000ipy9,2023-01-28T19:58:17.040Z,"south of Australia",earthquake,6.78,1.74,0.098,10,reviewed,us,us
2022-11-20T13:49:17.463Z,-10.4363,123.7732,10,5.1,mww,78,63,0.833,0.48,us,us7000ir5k,2024-01-18T17:25:16.520Z,"34 km SSE of Kupang, Indonesia",earthquake,5.09,1.846,0.065,23,reviewed,us,us
2022-11-20T15:30:12.022Z,-10.4765,123.9037,10,4.4,mb,31,92,0.801,0.62,us,us7000is4v,2023-01-30T06:00:26.040Z,"46 km SE of Kupang, Indonesia",earthquake,5.86,1.493,0.149,15,reviewed,us,us
2022-11-20T22:55:08.309Z,-10.4492,123.8414,10,4.4,mb,12,84,0.807,0.2,us,us7000is5b,2023-01-30T06:00:29.040Z,"40 km SE of Kupang, Indonesia",earthquake,5.92,1.934,0.239,5,reviewed,us,us
2022-11-21T10:05:06.550Z,-17.7107,123.4295,10,4.5,mb,35,67,2.14,1.14,us,us7000irag,2023-01-30T06:00:33.040Z,"49 km SSW of Derby, Australia",earthquake,6.43,1.865,0.128,18,reviewed,us,us
2022-11-23T15:02:24.713Z,-9.0773,109.9062,42.957,4.4,mb,39,105,1.308,0.53,us,us7000irts,2023-01-30T06:01:15.040Z,"131 km SSW of Bambanglipuro, Indonesia",earthquake,3.45,6.957,0.106,26,reviewed,us,us
2022-12-04T16:01:43.364Z,-9.7423,113.7039,56.519,4.1,mb,15,171,1.339,0.27,us,us6000j7yi,2023-02-11T23:03:17.040Z,"156 km SSW of Gambiran Satu, Indonesia",earthquake,7.81,8.911,0.166,10,reviewed,us,us
2022-12-04T16:37:43.002Z,-11.319,112.4757,10,4.1,mb,12,165,3.277,0.8,us,us6000j7yk,2023-02-11T23:03:18.040Z,"south of Java, Indonesia",earthquake,9.33,1.953,0.214,7,reviewed,us,us
2022-12-05T06:26:58.806Z,-10.1621,115.8594,35,4.3,mb,12,113,2.31,0.71,us,us6000j85a,2023-02-11T23:03:20.040Z,"160 km S of Lembar, Indonesia",earthquake,8.23,1.984,0.237,5,reviewed,us,us
2022-12-06T02:34:49.662Z,-9.1621,123.9568,66.995,4.5,mb,30,110,0.664,0.53,us,us6000j76u,2023-02-11T23:03:10.040Z,"47 km W of Pante Makasar, Timor Leste",earthquake,8.63,8.191,0.121,20,reviewed,us,us
2022-12-06T06:07:48.037Z,-10.7234,113.386,17,5.9,mww,102,45,2.363,0.4,us,us6000j77l,2023-02-11T23:03:10.040Z,"269 km S of Kencong, Indonesia",earthquake,6.42,1.833,0.056,31,reviewed,us,us
2022-12-06T08:55:50.567Z,-10.7127,113.4609,25.93,4,mb,19,122,2.33,1.05,us,us6000j86c,2023-02-11T23:03:21.040Z,"267 km SSW of Gambiran Satu, Indonesia",earthquake,8.71,7.171,0.231,6,reviewed,us,us
2022-12-06T10:22:02.960Z,-10.5362,113.448,10,5.3,mww,116,38,2.167,0.29,us,us6000j7b1,2023-02-11T23:03:11.040Z,"249 km SSW of Gambiran Satu, Indonesia",earthquake,6.72,1.838,0.066,22,reviewed,us,us
2022-12-07T15:14:29.640Z,-10.6581,113.3708,12.524,4.2,mb,24,124,2.307,0.58,us,us6000j8sz,2023-02-11T23:03:23.040Z,"262 km S of Kencong, Indonesia",earthquake,9.33,2.84,0.16,12,reviewed,us,us
2022-12-07T21:43:18.058Z,-10.2477,118.7569,29.163,4.2,mb,22,86,1.711,1.09,us,us6000j8tf,2023-02-11T23:03:23.040Z,"177 km WSW of Waingapu, Indonesia",earthquake,6.76,6.351,0.216,6,reviewed,us,us
2022-12-09T19:17:40.270Z,-10.6423,124.4258,10,4.2,mb,14,113,0.895,1.23,us,us6000j9h6,2023-02-11T23:03:25.040Z,"87 km S of Soe, Indonesia",earthquake,6.41,1.927,0.304,3,reviewed,us,us
2022-12-10T11:53:15.960Z,-10.7295,113.4056,10,4.8,mb,58,62,2.363,0.45,us,us6000j8ep,2023-02-18T22:04:01.040Z,"270 km S of Kencong, Indonesia",earthquake,7.14,1.807,0.085,45,reviewed,us,us
2022-12-10T20:21:17.210Z,-10.2241,118.7493,40.522,4.6,mb,68,99,1.687,0.6,us,us6000j8gv,2023-02-18T22:04:01.040Z,"177 km WSW of Waingapu, Indonesia",earthquake,5.99,5.873,0.08,46,reviewed,us,us
2022-12-11T14:34:48.664Z,-31.6669,125.8601,10,4.6,mb,25,47,2.081,0.49,us,us6000j8lq,2024-01-18T17:34:17.242Z,"Western Australia",earthquake,6.54,1.879,0.146,16,reviewed,us,us
2022-12-11T16:13:09.055Z,-9.1364,111.3505,64.83,4,mb,17,126,1.466,0.96,us,us6000j9i7,2023-02-18T22:04:13.040Z,"123 km SSW of Trenggalek, Indonesia",earthquake,6.22,9.12,0.196,9,reviewed,us,us
2022-12-11T23:04:36.740Z,-10.8121,122.9274,10,4.2,mb,15,142,1.686,0.83,us,us6000j8p0,2023-02-18T22:04:04.040Z,"102 km SW of Kupang, Indonesia",earthquake,5.95,1.948,0.303,3,reviewed,us,us
2022-12-13T22:09:26.180Z,-9.5401,120.4798,89.693,4.9,mb,26,109,1.955,0.82,us,us6000j936,2023-02-18T22:04:09.040Z,"26 km ENE of Waingapu, Indonesia",earthquake,7.58,6.736,0.145,15,reviewed,us,us
2022-12-14T20:12:39.802Z,-9.8967,118.7829,36.645,4.4,mb,35,84,1.454,0.74,us,us6000jach,2023-02-18T22:04:19.040Z,"154 km SSE of Dompu, Indonesia",earthquake,6.83,6.743,0.123,19,reviewed,us,us
2022-12-16T11:19:08.379Z,-9.5724,110.3332,10,4.5,mb,35,124,1.66,0.52,us,us6000j9pl,2023-02-18T22:04:16.040Z,"179 km S of Pundong, Indonesia",earthquake,5.14,1.898,0.127,18,reviewed,us,us
2022-12-17T06:45:49.382Z,-10.1658,118.8581,30.376,4.5,mb,21,90,1.705,0.83,us,us6000j9yh,2023-02-28T23:06:21.040Z,"164 km WSW of Waingapu, Indonesia",earthquake,7.71,7.014,0.204,7,reviewed,us,us
2022-12-17T09:39:40.229Z,-10.4897,118.8576,20.202,4.3,mb,21,69,1.966,0.45,us,us7000j0f9,2023-02-28T23:06:21.040Z,"179 km WSW of Waingapu, Indonesia",earthquake,7.05,4.248,0.202,7,reviewed,us,us
2022-12-17T18:28:26.055Z,-11.4271,117.9203,18.341,4.8,mb,68,53,2.587,0.82,us,us6000ja1f,2024-01-18T17:36:06.660Z,"263 km SSW of Tambolaka, Indonesia",earthquake,6.64,3.806,0.088,46,reviewed,us,us
2022-12-18T20:53:48.356Z,-10.7339,113.4014,10,4.2,mb,31,124,2.368,1.12,us,us7000j0h4,2023-02-28T23:06:27.040Z,"271 km S of Kencong, Indonesia",earthquake,6.61,1.722,0.152,12,reviewed,us,us
2022-12-24T12:09:27.301Z,-11.4197,117.859,10,4.4,mb,29,82,2.577,0.62,us,us7000j2bj,2024-01-18T17:39:40.714Z,"267 km SW of Tambolaka, Indonesia",earthquake,4.01,1.906,0.134,16,reviewed,us,us
2022-12-24T20:57:17.440Z,-9.2275,109.5294,27.214,4.7,mb,21,131,1.635,1.02,us,us7000j2bt,2023-03-07T19:00:04.040Z,"south of Java, Indonesia",earthquake,10.21,6.265,0.174,13,reviewed,us,us
2022-12-24T20:57:34.587Z,-9.1684,109.5722,46.858,5,mb,88,53,1.563,0.71,us,us6000jbha,2023-03-07T18:59:46.040Z,"155 km SSW of Srandakan, Indonesia",earthquake,7.51,3.606,0.058,97,reviewed,us,us
2022-12-27T07:24:15.072Z,-9.1497,109.6002,45.482,4.2,mb,26,88,1.531,0.93,us,us7000j35d,2023-03-07T19:00:06.040Z,"south of Java, Indonesia",earthquake,5.66,6.91,0.152,12,reviewed,us,us
2022-12-27T23:10:54.402Z,-38.1536,139.6072,12.805,4.4,mb,11,115,0.875,1.2,us,us7000j35z,2023-03-07T19:00:07.040Z,"90 km SW of Millicent, Australia",earthquake,6.14,6.47,0.203,7,reviewed,us,us
2022-12-28T01:10:28.551Z,-10.7665,113.3774,10,4.5,mb,14,124,2.406,0.72,us,us7000j3f6,2024-01-18T19:06:26.494Z,"274 km S of Kencong, Indonesia",earthquake,7.33,1.945,0.221,6,reviewed,us,us
2023-01-04T04:21:05.315Z,-10.7304,113.4073,25.287,4.6,mb,27,122,2.363,0.52,us,us7000j46q,2023-03-11T22:51:49.040Z,"270 km S of Kencong, Indonesia",earthquake,8.93,3.087,0.165,11,reviewed,us,us
2023-01-05T05:12:18.270Z,-33.7412,118.2596,10.875,4.7,mb,32,51,1.178,0.53,us,us7000j285,2023-08-05T23:09:31.406Z,"Western Australia",earthquake,7.1,3.907,0.104,28,reviewed,us,us
2023-01-06T22:27:47.628Z,-11.1836,112.5312,10,4.4,mb,31,112,3.134,0.54,us,us7000j2nw,2023-03-11T22:51:43.040Z,"south of Java, Indonesia",earthquake,7.86,1.859,0.149,13,reviewed,us,us
2023-01-09T04:33:36.909Z,-9.0802,123.9138,117.27,4.1,mb,8,158,0.756,0.82,us,us7000j5gb,2023-03-20T06:03:49.040Z,"53 km WNW of Pante Makasar, Timor Leste",earthquake,11.96,8.645,0.301,3,reviewed,us,us
2023-01-14T06:48:10.719Z,-9.1275,123.3759,91.787,4.5,mb,25,74,1.078,0.7,us,us7000j4cg,2023-03-20T06:03:40.040Z,"67 km NW of Naisano Dua, Indonesia",earthquake,8.4,7.109,0.135,16,reviewed,us,us
2023-01-18T16:10:46.056Z,-11.0429,111.7727,10,4.9,mb,89,55,3.346,0.54,us,us7000j59m,2023-03-31T19:45:12.040Z,"south of Java, Indonesia",earthquake,8.47,1.84,0.065,74,reviewed,us,us
2023-01-18T16:27:49.542Z,-10.9587,111.7241,10,5.1,mww,161,39,3.251,0.6,us,us7000j59q,2023-03-31T19:45:12.040Z,"south of Java, Indonesia",earthquake,4.32,1.746,0.071,19,reviewed,us,us
2023-01-21T18:29:41.660Z,-12.0079,109.2384,10,3.7,mb,16,157,4.262,1.13,us,us7000j63p,2023-03-31T19:46:05.040Z,"northwest of Australia",earthquake,8.9,1.829,0.226,6,reviewed,us,us
2023-01-25T07:02:36.340Z,-11.3522,119.4827,17.854,4.3,mb,23,83,3.019,0.86,us,us6000jj3k,2023-04-11T18:51:30.040Z,"206 km SSW of Waingapu, Indonesia",earthquake,7.08,2.687,0.201,7,reviewed,us,us
2023-01-25T19:10:54.720Z,-10.9286,111.7281,10,4.1,mb,20,191,3.224,0.7,us,us6000jlys,2023-04-11T18:51:46.040Z,"south of Java, Indonesia",earthquake,7.28,1.927,0.152,12,reviewed,us,us
2023-01-28T20:49:02.769Z,-10.1625,115.8208,62.775,4.3,mb,14,128,2.354,0.74,us,us6000jmwi,2023-04-11T18:51:50.040Z,"161 km S of Lembar, Indonesia",earthquake,9.46,8.759,0.237,5,reviewed,us,us
2023-02-05T00:39:58.032Z,-33.3788,117.0992,10,4.4,mb,23,147,0.465,0.4,us,us6000jlhb,2023-05-02T23:10:25.930Z,"24 km WSW of Wagin, Australia",earthquake,5.47,1.672,0.117,21,reviewed,us,us
2023-02-13T17:33:21.929Z,-10.7477,115.9522,10,4.4,mb,35,103,2.622,0.93,us,us6000jqk9,2023-04-22T21:33:22.040Z,"223 km S of Lembar, Indonesia",earthquake,7.21,1.916,0.13,17,reviewed,us,us
2023-02-17T22:54:48.215Z,-11.4581,118.267,10,4.7,mb,29,67,2.658,0.81,us,us6000jpsx,2023-04-22T21:33:17.040Z,"248 km SSW of Tambolaka, Indonesia",earthquake,7.68,1.907,0.142,15,reviewed,us,us
2023-02-20T05:30:14.034Z,-10.1994,113.5497,24.274,4.2,mb,22,121,1.818,0.4,us,us7000jg9n,2023-04-29T21:57:16.040Z,"210 km SSW of Gambiran Satu, Indonesia",earthquake,7.25,7.249,0.176,9,reviewed,us,us
